
Log started (V12.3.0.0) Tue Nov 08 15:47:00 2022

New value for results output screen indicator and file: y 1108a.txt
Variable Name           Solution Value
Y01070402091808               3.990000
Y01070402103000               9.346000
Y01070402102700              35.860000
Y01070402102501              43.930000
Y01070402102402               9.760000
Y01070402102204              17.920000
Y01070402102105             100.100000
Y01070402102006               7.460000
Y01070402101907              18.360000
Y01070402101808              43.900000
Y01070402101709              46.180000
Y01070402101511               0.740000
Y01070402101016             190.300000
Y01070402100719              52.090000
Y01070402100521              41.160000
Y01070402100422              38.490000
Y01070402111701               0.380000
Y01070402111305              76.290000
Y01070402120612             146.200000
Y01070402120513             174.400000
Y01070402120414              75.240000
Y01070402120315             253.100000
Y01070403013000             158.500000
Y01070403012900             276.700000
Y01070403012700               6.400000
Y01070403012400               0.940000
Y01070403012300              95.400000
Y01070403012201             238.900000
Y01070403012102             619.500000
Y01070403012003             764.200000
Y01070403011904             534.700000
Y01070403011805             579.000000
Y01070403011706             113.800000
Y01070403011607             237.400000
Y01070403011508              20.070000
Y01070403011409             151.700000
Y01070403011310              28.150000
Y01070403011211              76.550000
Y01070403011112              16.410000
Y01070403011013             180.300000
Y01070403010914              76.690000
Y01070403010815             104.900000
Y01070403010716             106.300000
Y01070403010617             186.000000
Y01070403010518             187.100000
Y01070403010419             245.300000
Y01070403010221             156.600000
Y01070403010122              87.500000
Y01070403023000             101.400000
Y01070403022800             135.200000
Y01070403022700             201.400000
Y01070403022600              13.800000
Y01070403022500              21.090000
Y01070403022400              79.690000
Y01070403022300              87.130000
Y01070403022201             680.600000
Y01070403022102             609.700000
Y01070403022003             637.600000
